network,title,seed,wd,layer_index,layer_name,layer_label,method_name,method_label,wd_value
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,8,features.denseblock1.denselayer4.conv2,f.denseb1.denseL4.c2,ouidecay,OUIDecay,0.3141489290767191
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,9,features.denseblock1.denselayer5.conv1,f.denseb1.denseL5.c1,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,9,features.denseblock1.denselayer5.conv1,f.denseb1.denseL5.c1,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,9,features.denseblock1.denselayer5.conv1,f.denseb1.denseL5.c1,ouidecay,OUIDecay,0.34079617456537714
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,10,features.denseblock1.denselayer5.conv2,f.denseb1.denseL5.c2,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,10,features.denseblock1.denselayer5.conv2,f.denseb1.denseL5.c2,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,10,features.denseblock1.denselayer5.conv2,f.denseb1.denseL5.c2,ouidecay,OUIDecay,0.3737712619906558
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,11,features.denseblock1.denselayer6.conv1,f.denseb1.denseL6.c1,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,11,features.denseblock1.denselayer6.conv1,f.denseb1.denseL6.c1,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,11,features.denseblock1.denselayer6.conv1,f.denseb1.denseL6.c1,ouidecay,OUIDecay,0.36252176521444135
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,12,features.denseblock1.denselayer6.conv2,f.denseb1.denseL6.c2,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,12,features.denseblock1.denselayer6.conv2,f.denseb1.denseL6.c2,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,12,features.denseblock1.denselayer6.conv2,f.denseb1.denseL6.c2,ouidecay,OUIDecay,0.2994777103644059
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,13,features.transition1.conv,f.transition1.c,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,13,features.transition1.conv,f.transition1.c,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,13,features.transition1.conv,f.transition1.c,ouidecay,OUIDecay,0.41733962554686993
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,14,features.denseblock2.denselayer1.conv1,f.denseb2.denseL1.c1,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,14,features.denseblock2.denselayer1.conv1,f.denseb2.denseL1.c1,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,14,features.denseblock2.denselayer1.conv1,f.denseb2.denseL1.c1,ouidecay,OUIDecay,0.32259776988468847
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,15,features.denseblock2.denselayer1.conv2,f.denseb2.denseL1.c2,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,15,features.denseblock2.denselayer1.conv2,f.denseb2.denseL1.c2,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,15,features.denseblock2.denselayer1.conv2,f.denseb2.denseL1.c2,ouidecay,OUIDecay,0.3067898832689454
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,16,features.denseblock2.denselayer2.conv1,f.denseb2.denseL2.c1,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,16,features.denseblock2.denselayer2.conv1,f.denseb2.denseL2.c1,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,16,features.denseblock2.denselayer2.conv1,f.denseb2.denseL2.c1,ouidecay,OUIDecay,0.3523737816642312
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,17,features.denseblock2.denselayer2.conv2,f.denseb2.denseL2.c2,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,17,features.denseblock2.denselayer2.conv2,f.denseb2.denseL2.c2,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,17,features.denseblock2.denselayer2.conv2,f.denseb2.denseL2.c2,ouidecay,OUIDecay,0.21154414389699594
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,18,features.denseblock2.denselayer3.conv1,f.denseb2.denseL3.c1,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,18,features.denseblock2.denselayer3.conv1,f.denseb2.denseL3.c1,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,18,features.denseblock2.denselayer3.conv1,f.denseb2.denseL3.c1,ouidecay,OUIDecay,0.34179222375910445
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,19,features.denseblock2.denselayer3.conv2,f.denseb2.denseL3.c2,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,19,features.denseblock2.denselayer3.conv2,f.denseb2.denseL3.c2,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,19,features.denseblock2.denselayer3.conv2,f.denseb2.denseL3.c2,ouidecay,OUIDecay,0.30374314455872065
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,20,features.denseblock2.denselayer4.conv1,f.denseb2.denseL4.c1,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,20,features.denseblock2.denselayer4.conv1,f.denseb2.denseL4.c1,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,20,features.denseblock2.denselayer4.conv1,f.denseb2.denseL4.c1,ouidecay,OUIDecay,0.33104661069265795
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,21,features.denseblock2.denselayer4.conv2,f.denseb2.denseL4.c2,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,21,features.denseblock2.denselayer4.conv2,f.denseb2.denseL4.c2,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,21,features.denseblock2.denselayer4.conv2,f.denseb2.denseL4.c2,ouidecay,OUIDecay,0.3002745497193878
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,22,features.denseblock2.denselayer5.conv1,f.denseb2.denseL5.c1,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,22,features.denseblock2.denselayer5.conv1,f.denseb2.denseL5.c1,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,22,features.denseblock2.denselayer5.conv1,f.denseb2.denseL5.c1,ouidecay,OUIDecay,0.349444225212092
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,23,features.denseblock2.denselayer5.conv2,f.denseb2.denseL5.c2,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,23,features.denseblock2.denselayer5.conv2,f.denseb2.denseL5.c2,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,23,features.denseblock2.denselayer5.conv2,f.denseb2.denseL5.c2,ouidecay,OUIDecay,0.36847462392518815
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,24,features.denseblock2.denselayer6.conv1,f.denseb2.denseL6.c1,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,24,features.denseblock2.denselayer6.conv1,f.denseb2.denseL6.c1,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,24,features.denseblock2.denselayer6.conv1,f.denseb2.denseL6.c1,ouidecay,OUIDecay,0.3661075423118597
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,25,features.denseblock2.denselayer6.conv2,f.denseb2.denseL6.c2,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,25,features.denseblock2.denselayer6.conv2,f.denseb2.denseL6.c2,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,25,features.denseblock2.denselayer6.conv2,f.denseb2.denseL6.c2,ouidecay,OUIDecay,0.37873978973348393
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,26,features.denseblock2.denselayer7.conv1,f.denseb2.denseL7.c1,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,26,features.denseblock2.denselayer7.conv1,f.denseb2.denseL7.c1,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,26,features.denseblock2.denselayer7.conv1,f.denseb2.denseL7.c1,ouidecay,OUIDecay,0.38395440021829175
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,27,features.denseblock2.denselayer7.conv2,f.denseb2.denseL7.c2,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,27,features.denseblock2.denselayer7.conv2,f.denseb2.denseL7.c2,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,27,features.denseblock2.denselayer7.conv2,f.denseb2.denseL7.c2,ouidecay,OUIDecay,0.4008169271568049
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,28,features.denseblock2.denselayer8.conv1,f.denseb2.denseL8.c1,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,28,features.denseblock2.denselayer8.conv1,f.denseb2.denseL8.c1,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,28,features.denseblock2.denselayer8.conv1,f.denseb2.denseL8.c1,ouidecay,OUIDecay,0.3579750936007214
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,29,features.denseblock2.denselayer8.conv2,f.denseb2.denseL8.c2,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,29,features.denseblock2.denselayer8.conv2,f.denseb2.denseL8.c2,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,29,features.denseblock2.denselayer8.conv2,f.denseb2.denseL8.c2,ouidecay,OUIDecay,0.395895272317211
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,30,features.denseblock2.denselayer9.conv1,f.denseb2.denseL9.c1,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,30,features.denseblock2.denselayer9.conv1,f.denseb2.denseL9.c1,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,30,features.denseblock2.denselayer9.conv1,f.denseb2.denseL9.c1,ouidecay,OUIDecay,0.38697770247689944
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,31,features.denseblock2.denselayer9.conv2,f.denseb2.denseL9.c2,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,31,features.denseblock2.denselayer9.conv2,f.denseb2.denseL9.c2,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,31,features.denseblock2.denselayer9.conv2,f.denseb2.denseL9.c2,ouidecay,OUIDecay,0.42594080329035067
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,32,features.denseblock2.denselayer10.conv1,f.denseb2.denseL10.c1,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,32,features.denseblock2.denselayer10.conv1,f.denseb2.denseL10.c1,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,32,features.denseblock2.denselayer10.conv1,f.denseb2.denseL10.c1,ouidecay,OUIDecay,0.3720955557000323
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,33,features.denseblock2.denselayer10.conv2,f.denseb2.denseL10.c2,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,33,features.denseblock2.denselayer10.conv2,f.denseb2.denseL10.c2,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,33,features.denseblock2.denselayer10.conv2,f.denseb2.denseL10.c2,ouidecay,OUIDecay,0.318695600690439
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,34,features.denseblock2.denselayer11.conv1,f.denseb2.denseL11.c1,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,34,features.denseblock2.denselayer11.conv1,f.denseb2.denseL11.c1,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,34,features.denseblock2.denselayer11.conv1,f.denseb2.denseL11.c1,ouidecay,OUIDecay,0.3695175460221498
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,35,features.denseblock2.denselayer11.conv2,f.denseb2.denseL11.c2,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,35,features.denseblock2.denselayer11.conv2,f.denseb2.denseL11.c2,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,35,features.denseblock2.denselayer11.conv2,f.denseb2.denseL11.c2,ouidecay,OUIDecay,0.3857238523153837
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,36,features.denseblock2.denselayer12.conv1,f.denseb2.denseL12.c1,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,36,features.denseblock2.denselayer12.conv1,f.denseb2.denseL12.c1,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,36,features.denseblock2.denselayer12.conv1,f.denseb2.denseL12.c1,ouidecay,OUIDecay,0.364595891182556
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,37,features.denseblock2.denselayer12.conv2,f.denseb2.denseL12.c2,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,37,features.denseblock2.denselayer12.conv2,f.denseb2.denseL12.c2,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,37,features.denseblock2.denselayer12.conv2,f.denseb2.denseL12.c2,ouidecay,OUIDecay,0.3511316497285242
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,38,features.transition2.conv,f.transition2.c,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,38,features.transition2.conv,f.transition2.c,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,38,features.transition2.conv,f.transition2.c,ouidecay,OUIDecay,0.37548212295870514
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,39,features.denseblock3.denselayer1.conv1,f.denseb3.denseL1.c1,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,39,features.denseblock3.denselayer1.conv1,f.denseb3.denseL1.c1,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,39,features.denseblock3.denselayer1.conv1,f.denseb3.denseL1.c1,ouidecay,OUIDecay,0.38189199247598565
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,40,features.denseblock3.denselayer1.conv2,f.denseb3.denseL1.c2,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,40,features.denseblock3.denselayer1.conv2,f.denseb3.denseL1.c2,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,40,features.denseblock3.denselayer1.conv2,f.denseb3.denseL1.c2,ouidecay,OUIDecay,0.29900898133206366
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,41,features.denseblock3.denselayer2.conv1,f.denseb3.denseL2.c1,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,41,features.denseblock3.denselayer2.conv1,f.denseb3.denseL2.c1,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,41,features.denseblock3.denselayer2.conv1,f.denseb3.denseL2.c1,ouidecay,OUIDecay,0.4015317389311269
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,42,features.denseblock3.denselayer2.conv2,f.denseb3.denseL2.c2,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,42,features.denseblock3.denselayer2.conv2,f.denseb3.denseL2.c2,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,42,features.denseblock3.denselayer2.conv2,f.denseb3.denseL2.c2,ouidecay,OUIDecay,0.31963305875512354
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,43,features.denseblock3.denselayer3.conv1,f.denseb3.denseL3.c1,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,43,features.denseblock3.denselayer3.conv1,f.denseb3.denseL3.c1,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,43,features.denseblock3.denselayer3.conv1,f.denseb3.denseL3.c1,ouidecay,OUIDecay,0.3856769794121495
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,44,features.denseblock3.denselayer3.conv2,f.denseb3.denseL3.c2,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,44,features.denseblock3.denselayer3.conv2,f.denseb3.denseL3.c2,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,44,features.denseblock3.denselayer3.conv2,f.denseb3.denseL3.c2,ouidecay,OUIDecay,0.29010312971756047
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,45,features.denseblock3.denselayer4.conv1,f.denseb3.denseL4.c1,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,45,features.denseblock3.denselayer4.conv1,f.denseb3.denseL4.c1,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,45,features.denseblock3.denselayer4.conv1,f.denseb3.denseL4.c1,ouidecay,OUIDecay,0.39802798941436834
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,46,features.denseblock3.denselayer4.conv2,f.denseb3.denseL4.c2,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,46,features.denseblock3.denselayer4.conv2,f.denseb3.denseL4.c2,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,46,features.denseblock3.denselayer4.conv2,f.denseb3.denseL4.c2,ouidecay,OUIDecay,0.3463974865018673
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,47,features.denseblock3.denselayer5.conv1,f.denseb3.denseL5.c1,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,47,features.denseblock3.denselayer5.conv1,f.denseb3.denseL5.c1,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,47,features.denseblock3.denselayer5.conv1,f.denseb3.denseL5.c1,ouidecay,OUIDecay,0.3973834869948977
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,48,features.denseblock3.denselayer5.conv2,f.denseb3.denseL5.c2,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,48,features.denseblock3.denselayer5.conv2,f.denseb3.denseL5.c2,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,48,features.denseblock3.denselayer5.conv2,f.denseb3.denseL5.c2,ouidecay,OUIDecay,0.44061202200266375
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,49,features.denseblock3.denselayer6.conv1,f.denseb3.denseL6.c1,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,49,features.denseblock3.denselayer6.conv1,f.denseb3.denseL6.c1,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,49,features.denseblock3.denselayer6.conv1,f.denseb3.denseL6.c1,ouidecay,OUIDecay,0.40326603635079333
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,50,features.denseblock3.denselayer6.conv2,f.denseb3.denseL6.c2,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,50,features.denseblock3.denselayer6.conv2,f.denseb3.denseL6.c2,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,50,features.denseblock3.denselayer6.conv2,f.denseb3.denseL6.c2,ouidecay,OUIDecay,0.30224321165522533
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,51,features.denseblock3.denselayer7.conv1,f.denseb3.denseL7.c1,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,51,features.denseblock3.denselayer7.conv1,f.denseb3.denseL7.c1,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,51,features.denseblock3.denselayer7.conv1,f.denseb3.denseL7.c1,ouidecay,OUIDecay,0.4106719550618012
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,52,features.denseblock3.denselayer7.conv2,f.denseb3.denseL7.c2,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,52,features.denseblock3.denselayer7.conv2,f.denseb3.denseL7.c2,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,52,features.denseblock3.denselayer7.conv2,f.denseb3.denseL7.c2,ouidecay,OUIDecay,0.40808222715811016
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,53,features.denseblock3.denselayer8.conv1,f.denseb3.denseL8.c1,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,53,features.denseblock3.denselayer8.conv1,f.denseb3.denseL8.c1,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,53,features.denseblock3.denselayer8.conv1,f.denseb3.denseL8.c1,ouidecay,OUIDecay,0.3903056786065295
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,54,features.denseblock3.denselayer8.conv2,f.denseb3.denseL8.c2,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,54,features.denseblock3.denselayer8.conv2,f.denseb3.denseL8.c2,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,54,features.denseblock3.denselayer8.conv2,f.denseb3.denseL8.c2,ouidecay,OUIDecay,0.4641890923294799
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,55,features.denseblock3.denselayer9.conv1,f.denseb3.denseL9.c1,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,55,features.denseblock3.denselayer9.conv1,f.denseb3.denseL9.c1,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,55,features.denseblock3.denselayer9.conv1,f.denseb3.denseL9.c1,ouidecay,OUIDecay,0.41910907764396205
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,56,features.denseblock3.denselayer9.conv2,f.denseb3.denseL9.c2,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,56,features.denseblock3.denselayer9.conv2,f.denseb3.denseL9.c2,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,56,features.denseblock3.denselayer9.conv2,f.denseb3.denseL9.c2,ouidecay,OUIDecay,0.4218628607089729
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,57,features.denseblock3.denselayer10.conv1,f.denseb3.denseL10.c1,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,57,features.denseblock3.denselayer10.conv1,f.denseb3.denseL10.c1,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,57,features.denseblock3.denselayer10.conv1,f.denseb3.denseL10.c1,ouidecay,OUIDecay,0.39022365102586964
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,58,features.denseblock3.denselayer10.conv2,f.denseb3.denseL10.c2,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,58,features.denseblock3.denselayer10.conv2,f.denseb3.denseL10.c2,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,58,features.denseblock3.denselayer10.conv2,f.denseb3.denseL10.c2,ouidecay,OUIDecay,0.34728807166331754
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,59,features.denseblock3.denselayer11.conv1,f.denseb3.denseL11.c1,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,59,features.denseblock3.denselayer11.conv1,f.denseb3.denseL11.c1,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,59,features.denseblock3.denselayer11.conv1,f.denseb3.denseL11.c1,ouidecay,OUIDecay,0.3671856190862469
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,60,features.denseblock3.denselayer11.conv2,f.denseb3.denseL11.c2,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,60,features.denseblock3.denselayer11.conv2,f.denseb3.denseL11.c2,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,60,features.denseblock3.denselayer11.conv2,f.denseb3.denseL11.c2,ouidecay,OUIDecay,0.4454399310357891
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,61,features.denseblock3.denselayer12.conv1,f.denseb3.denseL12.c1,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,61,features.denseblock3.denselayer12.conv1,f.denseb3.denseL12.c1,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,61,features.denseblock3.denselayer12.conv1,f.denseb3.denseL12.c1,ouidecay,OUIDecay,0.377099238120286
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,62,features.denseblock3.denselayer12.conv2,f.denseb3.denseL12.c2,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,62,features.denseblock3.denselayer12.conv2,f.denseb3.denseL12.c2,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,62,features.denseblock3.denselayer12.conv2,f.denseb3.denseL12.c2,ouidecay,OUIDecay,0.4351278923242592
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,63,features.denseblock3.denselayer13.conv1,f.denseb3.denseL13.c1,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,63,features.denseblock3.denselayer13.conv1,f.denseb3.denseL13.c1,adadecay,AdaDecay,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,63,features.denseblock3.denselayer13.conv1,f.denseb3.denseL13.c1,ouidecay,OUIDecay,0.4022817053828745
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,64,features.denseblock3.denselayer13.conv2,f.denseb3.denseL13.c2,uniform,WD fijo,0.1
densenet121_cifar100,DenseNet121 + CIFAR100,1,0.1,64,features.denseblock3.denselayer13.conv2,f.denseb3.denseL13.c2,adadecay,AdaDecay,0.1
